51.38312,0.1093,47d8ac8c
51.38316,0.186118,47d8ad7c
51.38329,0.0765279999999999,47d8ab74
51.38555,0.197438,47d8b284
51.38589,0.030249,47d8aaf4
51.38705,0.041308,47d8aafc
51.38705,-0.286338,48760a2c
51.38709,-0.28015,48760984
51.38717,0.0809759999999999,47d8ab74
51.38877,-0.392692,487674dc
51.38903,0.118253,47d8ac5c
51.38992,-0.445722,4876744c
51.39076,-0.19401,48760884
51.39127,-0.368902,48760b2c
51.39214,-0.324916,48760bac
51.39248,-0.05303,48760104
51.39359,0.0302789999999999,47d8aa5c
51.39362,-0.129612,487606fc
51.39364,0.174039,47d8ad9c
51.39376,-0.374501,48760b2c
51.39521,-0.467362,4876742c
51.39521,-0.283544,48760bd4
51.39544,-0.444785,4876744c
51.39563,-0.219946,487608f4
51.39582,-0.132871,487606fc
51.39636,0.0996899999999999,47d8ac7c
51.39662,0.112154,47d8ac64
51.39664,-0.441768,4876744c
51.39723,-0.248149,4876090c
51.39762,-0.169681,48760634
51.39781,-0.23161,487608fc
51.39784,-0.492764,4876768c
51.39852,0.132162,47d8ac54
51.39873,-0.178298,4876062c
51.39903,-0.28306,48760bd4
51.39914,-0.461278,48767424
51.39938,0.184538,47d8ad8c
51.39938,-0.065819,4876011c
51.40013,-0.434428,48767444
51.40026,-0.308424,48760bbc
51.40032,-0.265055,4876096c
51.40035,-0.076045,4876013c
51.40098,-0.155822,48760644
51.40101,-0.384027,487674cc
51.40117,-0.0958390000000001,487606cc
51.40219,-0.0622030000000001,48760114
51.40248,-0.175587,48760624
51.40287,0.149701,47d8adb4
51.40288,0.152824,47d8adbc
51.40289,-0.213162,487608ec
51.40306,-0.298763,48760bc4
51.40344,-0.418607,487674f4
51.40396,-0.28265,48760bdc
51.40489,0.193276,47d8b274
51.40659,-0.00338000000000005,487601dc
51.40719,0.145618,47d8adb4
51.40821,0.0336069999999999,47d8aa44
51.40901,0.033898,47d8aa44
51.40926,-0.319024,48760ba4
51.40951,-0.191723,4876089c
51.40967,0.0902879999999999,47d8ab8c
51.41032,-0.437762,4876746c
51.41161,-0.263946,48760944
51.41188,-0.13831,4876068c
51.41273,-0.08463,4876014c
51.41298,-0.476935,487676a4
51.41378,-0.255097,4876093c
51.41384,-0.244645,48760924
51.41491,-0.190773,487608a4
51.41538,-0.278825,4876095c
51.41684,-0.000788000000000066,487601e4
51.41946,-0.322619,48760b9c
51.42012,-0.325893,48760b84
51.42046,-0.333205,48760b7c
51.42052,-0.38319,487674ac
51.42125,-0.267463,4876094c
51.42234,-0.128235,4876069c
51.42259,-0.45373,4876740c
51.42314,0.074413,47d8abe4
51.42397,-0.189827,487608ac
51.42481,-0.335213,48760b7c
51.42505,0.148607,47d8add4
51.42547,0.174574,47d8ade4
51.42683,-0.046535,48760184
51.42693,0.162289,47d8addc
51.42872,0.155868,47d8addc
51.42904,0.099448,47d8ac04
51.42951,-0.417475,48767484
51.43042,-0.353691,48760b5c
51.43047,0.069384,47d8abdc
51.43091,0.0681379999999999,47d8abdc
51.43131,0.0962379999999999,47d8aeac
51.43172,0.194349,47d8b1fc
51.43185,-0.0879490000000001,487603fc
51.43273,-0.074724,487603e4
51.43349,-0.075823,487603e4
51.43378,-0.365314,48760cac
51.43676,-0.191162,48760f54
51.43784,-0.142094,487605d4
51.43789,-0.442714,4876738c
51.43949,-0.024705,48760224
51.43983,-0.270527,48760eac
51.44046,-0.221904,48760f34
51.44052,0.165983,47d8ae0c
51.44053,0.0644969999999999,47d8a964
51.44068,0.128736,47d8ae9c
51.44081,-0.037485,4876022c
51.44232,-0.136229,48760434
51.44281,-0.210571,48760f44
51.44295,-0.300401,48760c14
51.44301,-0.353771,48760cbc
51.44302,-0.483195,48767144
51.44332,-0.227735,48760f24
51.44341,-0.386345,4876734c
51.44394,-0.132098,48760434
51.44425,-0.424788,4876739c
51.44473,-0.394498,48767344
51.44496,-0.441134,48767394
51.44547,-0.48537,48767144
51.44566,-0.427214,4876739c
51.44636,-0.397205,48767344
51.44642,-0.071254,487603ec
51.44667,-0.410642,4876736c
51.44737,-0.401931,4876736c
51.44758,-0.286756,48760c1c
51.44767,0.183203,47d8ae1c
51.44792,-0.142464,487605cc
51.44802,0.0397999999999999,47d8a99c
51.44837,0.058674,47d8a96c
51.44872,0.00882899999999998,47d8a9e4
51.44888,-0.12542,4876043c
51.44893,-0.012172,48760214
51.44975,-0.290549,48760c1c
51.45029,-0.0397480000000001,48760234
51.45031,-0.346256,48760c94
51.45245,0.0452119999999999,47d8a9a4
51.45264,-0.30177,48760c3c
51.45286,0.0605519999999999,47d8a914
51.45304,-0.335691,48760cf4
51.45385,-0.380231,48767334
51.45411,0.0545549999999999,47d8a90c
51.45433,-0.423345,487673a4
51.45445,-0.375171,48760ccc
51.45472,-0.152438,487605bc
51.45562,-0.076942,48760394
51.45587,0.048778,47d8a90c
51.45589,-0.320907,48760c5c
51.45638,-0.227423,48760f1c
51.45643,-0.492666,4876716c
51.45705,-0.194704,48760f64
51.45723,0.167968,47d8ae3c
51.45769,-0.283966,48760c24
51.45839,-0.407612,48767314
51.45839,0.021342,47d8a9c4
51.45856,0.118304,47d8aeec
51.45882,-0.080637,48760394
51.45895,-0.423035,4876730c
51.45922,0.0184289999999999,47d8a9c4
51.45942,-0.342885,48760cec
51.45964,0.142011,47d8ae5c
51.45987,-0.195589,48760f64
51.46004,0.123533,47d8aeec
51.46066,-0.277025,48760e9c
51.46127,-0.452543,487673c4
51.46184,-0.291497,48760c24
51.46286,-0.367207,48760cd4
51.46317,0.0587029999999999,47d8a91c
51.46337,0.155473,47d8ae4c
51.46352,-0.264179,48760e8c
51.46369,-0.158349,487605a4
51.46431,-0.11908,4876045c
51.46468,-0.206259,48760f74
51.46517,-0.11545,48760464
51.46543,-0.284893,48760c2c
51.46595,-0.054345,487603ac
51.46601,0.105444,47d8aed4
51.46841,0.166407,47d8ae34
51.46915,-0.407473,4876731c
51.46959,-0.174067,4876059c
51.46998,-0.479883,4876717c
51.47005,-0.205913,48760f74
51.47022,-0.254636,48760ef4
51.47111,-0.131707,48760454
51.47125,-0.079063,4876039c
51.47139,-0.018321,48760264
51.47176,-0.347255,48760ce4
51.47225,0.137986,47d8aefc
51.47284,-0.225799,48760fac
51.47361,0.152904,47d8afb4
51.47439,-0.095307,48760484
51.47493,0.134965,47d8af04
51.47496,0.0422739999999999,47d8a854
51.47541,-0.181193,4876057c
51.47577,-0.366734,48760d2c
51.47704,-0.445037,4876724c
51.47722,-0.198504,48760f84
51.47725,-0.192238,48760f84
51.47748,-0.313481,48760db4
51.47769,-0.39253,487672dc
51.47853,-0.425755,48767254
51.47858,0.177708,47d8afd4
51.47874,-0.0374760000000001,487602fc
51.47897,-0.165638,48760574
51.47903,-0.495343,487671a4
51.47905,-0.45941,4876722c
51.47951,0.0454789999999999,47d8a854
51.47952,0.12114,47d8af1c
51.47982,-0.427166,48767254
51.48197,-0.1074,4876048c
51.48203,0.0283009999999999,47d8a84c
51.48236,-0.187607,4876057c
51.48287,-0.374388,48760d2c
51.48292,-0.464348,48767224
51.48429,-0.255294,48760e44
51.48527,-0.160756,48760514
51.48543,-0.282939,48760ddc
51.48576,-0.0539210000000001,4876031c
51.48736,0.0919439999999999,47d8a8cc
51.48908,0.063395,47d8a8ec
51.48941,0.174993,47d8afc4
51.48966,-0.187355,48760564
51.48987,0.0805349999999999,47d8a8c4
51.48999,-0.454925,4876723c
51.49058,0.0405789999999999,47d8a85c
51.49083,-0.310754,48760dbc
51.49114,-0.416825,487672f4
51.49118,-0.189065,48760f8c
51.49166,0.176936,47d8afdc
51.49171,-0.124375,487604ec
51.49296,-0.456987,4876723c
51.49383,-0.372051,48760d4c
51.49412,-0.475342,487671f4
51.49462,0.03125,47d8a86c
51.49501,-0.470457,4876721c
51.49518,0.023017,47d8a814
51.49559,-0.131838,487604dc
51.49584,-0.116403,487604bc
51.49588,-0.274035,48760e0c
51.49598,0.105857,47d8af44
51.49609,-0.376459,48760d4c
51.49716,0.031515,47d8a86c
51.49862,0.130832,47d8af74
51.49908,0.12122,47d8af6c
51.50064,-0.0894470000000001,4876035c
51.50091,-0.355655,48760d44
51.50205,-0.192982,48760ff4
51.50221,0.048217,47d8a88c
51.50262,-0.218338,48760fc4
51.50327,-0.284588,48760de4
51.50415,-0.488149,487671e4
51.50509,-0.445112,48767274
51.50551,-0.460513,48767204
51.50596,0.19482,47d8b004
51.50633,-0.187435,48760554
51.50676,-0.419443,48767284
51.50685,-0.290097,48760dfc
51.50687,0.159925,47d8af8c
51.50738,-0.499486,487671dc
51.50747,0.128554,47d8af64
51.50766,-0.031243,487602cc
51.50828,-0.073912,4876034c
51.50831,0.027423,47d8a874
51.50898,-0.132437,487604d4
51.50909,-0.00577100000000003,487602ac
51.50911,-0.04049,487602d4
51.50944,0.0145729999999999,47d8a80c
51.51041,0.091892,47d8a8ac
51.51065,0.00535699999999995,47d8a804
51.51066,0.094958,47d8af54
51.51084,-0.145817,4876052c
51.51127,-0.240379,48760e2c
51.51165,0.146217,47d8af84
51.51227,-0.017501,487602b4
51.51238,-0.342482,48760d64
51.51252,0.192399,47d8b004
51.51309,-0.214445,48760fdc
51.51311,-0.160317,48760534
51.51361,-0.273038,48760e04
51.51484,-0.487097,48766e1c
51.51488,-0.372128,487612ac
51.51651,-0.277156,487611fc
51.51658,-0.255657,487611dc
51.51853,-0.148167,48761ad4
51.51866,-0.400085,48766d5c
51.51916,0.0572429999999999,47d8a62c
51.51927,0.020347,47d8a7e4
51.51928,-0.135649,48761b2c
51.51966,-0.346354,4876129c
51.52021,0.083714,47d8a604
51.52051,-0.433021,48766d84
51.52112,-0.22482,4876102c
51.52123,-0.310201,48761274
51.52289,-0.073912,48761cb4
51.52335,-0.452317,48766df4
51.52487,-0.165834,48761ab4
51.52498,-0.385445,48766d4c
51.52651,-0.477568,48766e0c
51.52828,0.141855,47d8a574
51.52839,0.0774049999999999,47d8a614
51.52856,-0.387028,48766d4c
51.52888,0.0927779999999999,47d8a60c
51.52918,-0.327643,48761264
51.52933,-0.185386,48761aa4
51.52933,0.113191,47d8a5ec
51.52942,-0.037581,48761d24
51.52976,-0.259236,487611ec
51.52993,-0.398929,48766d44
51.52994,0.127697,47d8a594
51.53001,0.00104599999999999,47d8a7f4
51.53034,-0.486699,48766e14
51.53095,-0.462155,48766de4
51.53117,-0.0669,48761cc4
51.53207,-0.031041,48761d3c
51.53278,-0.208446,48761014
51.53346,0.132196,47d8a59c
51.53362,0.145034,47d8a574
51.53389,-0.438349,48766d94
51.53403,0.0595469999999999,47d8a63c
51.53491,-0.411927,48766d6c
51.53504,-0.181751,48761aa4
51.53509,0.181114,47d8a54c
51.53563,0.117971,47d8a594
51.53661,-0.073846,48761c94
51.53683,0.0329659999999999,47d8a7bc
51.53699,-0.237872,487611b4
51.53701,-0.129027,48761b14
51.53737,-0.023931,48761d14
51.53748,-0.353491,487612c4
51.53804,-0.176538,48761a9c
51.54038,-0.158022,48761aec
51.54118,-0.294545,4876123c
51.54161,-0.321162,4876125c
51.54172,-0.411457,48766d14
51.54185,0.170516,47d8a53c
51.54186,-0.126348,48761b14
51.54211,-0.0768200000000001,48761c94
51.54239,-0.277837,4876118c
51.54242,-0.181483,48761a9c
51.54289,-0.227464,4876104c
51.54293,-0.083543,48761c9c
51.54337,-0.127977,48761b14
51.54348,-0.287547,48761224
51.54592,-0.254971,487611bc
51.54726,0.069284,47d8a65c
51.54787,0.00907999999999998,47d8a784
51.54865,-0.292775,4876122c
51.54906,-0.39217,48766d24
51.54972,-0.00671300000000002,48761d7c
51.54992,-0.188333,4876107c
51.54996,0.0808749999999999,47d8a664
51.55019,-0.40486,48766d1c
51.55289,-0.245879,487611ac
51.55317,-0.072196,48761c8c
51.55374,-0.10889,48761b74
51.55412,-0.092981,48761c84
51.55448,0.188117,47d8a52c
51.55449,-0.335973,487612fc
51.55459,-0.485262,48766e64
51.55491,-0.124138,48761b0c
51.55492,-0.064712,48761cf4
51.55507,-0.445349,48766db4
51.55572,-0.069719,48761cf4
51.55598,-0.189577,4876107c
51.55648,-0.305923,48761234
51.55654,-0.482892,48766e84
51.55688,-0.273195,4876117c
51.55743,-0.377158,4876132c
51.55794,0.054269,47d8a6fc
51.55879,0.190858,47d8bb2c
51.55909,-0.372401,4876132c
51.55918,0.064784,47d8a6f4
51.55999,-0.0766040000000001,48761c64
51.56009,-0.379256,48766cd4
51.56079,-0.466997,48766c2c
51.56115,-0.268719,48761174
51.56155,-0.260083,48761174
51.56213,0.118474,47d8a44c
51.56226,0.04691,47d8a704
51.56267,-0.372488,4876132c
51.56279,0.204834,47d8bb24
51.56309,-0.413354,48766cfc
51.56317,-0.220584,487610f4
51.56524,-0.159832,48761a5c
51.56557,-0.034519,48761da4
51.56586,-0.499353,48766ef4
51.56703,-0.298826,487613cc
51.56744,-0.330708,4876130c
51.56906,-0.287264,487613dc
51.56909,-0.463557,48766c24
51.56923,-0.474145,48766e9c
51.56924,0.0440579999999999,47d8a71c
51.56971,0.158635,47d8a4ec
51.57073,-0.306024,487613c4
51.57109,0.081097,47d8a694
51.57174,-0.144514,48761a4c
51.57244,0.064124,47d8a6ec
51.57312,0.141444,47d8a4f4
51.57415,-0.0385490000000001,48761db4
51.57545,-0.177915,48761a74
51.57617,0.176894,47d8a4cc
51.57671,0.0769439999999999,47d8a694
51.57691,-0.486747,48766e94
51.57712,0.134798,47d8a45c
51.57761,-0.083155,48761c74
51.57801,-0.206141,487610bc
51.57834,-0.48036,48766ea4
51.57858,-0.29696,487613ec
51.58018,0.147651,47d8a48c
51.58025,-0.272968,4876115c
51.58031,-0.381292,48766cb4
51.58043,-0.090848,48761c0c
51.58049,-0.47184,48766c1c
51.58069,-0.00352800000000003,48761df4
51.58087,-0.101915,48761bf4
51.58124,0.100855,47d8a41c
51.58132,0.060379,47d8a6c4
51.58136,-0.346914,4876136c
51.58179,-0.363077,48761344
51.58184,0.0531619999999999,47d8a6dc
51.58229,0.0861069999999999,47d8a6a4
51.58234,-0.2622,48761144
51.58315,-0.277747,4876115c
51.58324,-0.0146350000000001,48761dec
51.58336,0.0286059999999999,47d8a73c
51.58376,-0.106996,48761bec
51.58452,-0.176205,48761a14
51.58482,-0.100333,48761bf4
51.58542,-0.077557,48761c14
51.58585,-0.190336,487610a4
51.58713,-0.294711,487613e4
51.58737,-0.151897,48761a34
51.58738,-0.107518,48761bec
51.58798,0.15759,47d8a494
51.58933,0.181252,47d8a4ac
51.58993,-0.0526550000000001,48761c2c
51.58998,0.080174,47d8a6b4
51.59029,-0.351684,48761364
51.59078,0.034675,47d8a734
51.59081,0.027339,47d8a734
51.59125,0.147155,47d8a484
51.59127,-0.348167,48761364
51.59136,-0.106254,48761be4
51.59142,-0.0272620000000001,48761ddc
51.59178,-0.164346,48761a24
51.59357,-0.114274,48761be4
51.59382,0.076637,47d8a6b4
51.59484,-0.182731,48761a04
51.59513,-0.495127,48766eb4
51.59532,-0.384393,48766cac
51.59575,0.108234,47d8a40c
51.59577,0.096321,47d8a404
51.59607,-0.270029,4876114c
51.59682,0.158376,47d8a49c
51.59735,0.192565,47d8bb54
51.59765,-0.281859,48761154
51.59771,-0.396697,48766ca4
51.59831,0.012529,47d8a74c
51.59837,-0.040506,48761dd4
51.59887,-0.277777,487616ac
51.60012,-0.316562,48761474
51.60107,-0.268202,487616b4
51.60109,-0.338594,48761484
51.60185,-0.262737,487616b4
51.60235,-0.414541,48766b7c
51.60251,-0.496349,4876694c
51.60306,-0.394134,48766b5c
51.60325,-0.222563,48761734
51.60368,-0.0427360000000001,48761e7c
51.60381,0.0232469999999999,47d8a0b4
51.60402,-0.200252,48761754
51.60415,0.018107,47d8a0b4
51.60433,-0.325638,4876147c
51.60551,0.015493,47d8a0b4
51.60588,-0.051586,48761e84
51.60599,0.142173,47d8a37c
51.60603,0.154573,47d8a364
51.60627,-0.153459,4876198c
51.60635,-0.165011,4876198c
51.60648,-0.14698,48761984
51.60705,-0.236216,487616d4
51.60729,0.091599,47d8a154
51.60763,-0.182318,487619fc
51.60815,-0.1523,48761984
51.60825,-0.051641,48761e84
51.60851,-0.331088,48761484
51.60854,0.068842,47d8a134
51.354139,-0.378495,48767554
51.354234,-0.036065,4876007c
51.354548,0.095822,47d8acac
51.354719,0.0586249999999999,47d8ab34
51.354867,-0.00816000000000006,48760004
51.354875,-0.339024,48760a84
51.354897,-0.257492,487609e4
51.355009,-0.072518,487600a4
51.355022,0.00490499999999994,47d8aaac
51.355034,-0.48787,4876761c
51.355057,-0.372019,48760aac
51.355102,-0.261583,487609e4
51.355153,-0.288766,48760a04
51.355158,0.0531509999999999,47d8ab2c
51.355158,0.027589,47d8aacc
51.355228,0.181876,47d8ad54
51.355229,-0.206147,4876081c
51.355241,-0.169966,487607f4
51.355273,-0.361748,48760aa4
51.355295,-0.040467,4876007c
51.355329,-0.418895,4876757c
51.355352,-0.1279,48760764
51.355352,0.120824,47d8accc
51.355385,0.156817,47d8ad34
51.355426,-0.36548,48760aac
51.355512,-0.382785,48767554
51.355522,-0.327877,48760a84
51.355716,-0.390668,4876755c
51.355751,-0.250283,487609dc
51.355801,-0.376112,48767554
51.355896,-0.486006,4876761c
51.355908,-0.069144,4876009c
51.355923,-0.178994,487607fc
51.355964,-0.226881,4876082c
51.356145,0.103456,47d8acac
51.356153,0.0506409999999999,47d8ab2c
51.356155,0.179968,47d8ad54
51.356219,-0.189678,48760804
51.356228,0.193774,47d8b2ac
51.356271,-0.218614,48760824
51.356419,0.00517099999999993,47d8aaac
51.356419,-0.411884,4876757c
51.356477,0.030295,47d8aacc
51.356691,0.109995,47d8acb4
51.356703,-0.201798,4876081c
51.356735,0.000481999999999982,47d8aaac
51.356767,0.137075,47d8acd4
51.356921,-0.00461000000000006,48760004
51.357144,0.204815,47d8b2b4
51.357147,-0.402813,4876756c
51.357229,0.177408,47d8ad54
51.357284,-0.127082,48760764
51.357335,-0.211245,4876083c
51.357344,-0.07853,487600a4
51.357346,-0.153779,4876078c
51.357385,0.164161,47d8ad4c
51.357431,0.106391,47d8acb4
51.357436,0.193815,47d8b2a4
51.357518,-0.303598,48760a14
51.357573,-0.164236,487607ec
51.357619,-0.240042,487609cc
51.357659,-0.347805,48760a94
51.357679,0.112795,47d8acbc
51.357731,0.104386,47d8aca4
51.357776,0.050912,47d8ab24
51.357808,-0.185983,487607e4
51.357902,-0.144486,4876079c
51.357966,-0.106172,48760744
51.357971,-0.189588,4876080c
51.357986,-0.19454,4876080c
51.357995,-0.049364,4876008c
51.358065,0.081043,47d8ab44
51.358099,-0.315974,48760a6c
51.358149,-0.135103,48760774
51.358155,-0.0278600000000001,4876006c
51.358204,0.073473,47d8ab44
51.358257,0.084788,47d8ab5c
51.358267,-0.274009,487609f4
51.358296,-0.014844,48760014
51.358318,-0.134823,48760774
51.358416,0.063896,47d8ab3c
51.358505,-0.047839,4876008c
51.358754,-0.10784,48760744
51.358822,-0.28573,48760a1c
51.358906,-0.380171,4876754c
51.358908,0.070869,47d8ab44
51.358914,-0.054686,4876008c
51.358916,-0.442663,48767594
51.358967,-0.366179,48760ab4
51.359032,0.140876,47d8ad24
51.359075,-0.314396,48760a6c
51.359091,0.013741,47d8aabc
51.359103,-0.12008,4876076c
51.359134,-0.07459,487600bc
51.359215,-0.362963,48760abc
51.359225,-0.374258,48760ab4
51.359262,-0.228241,48760834
51.359272,-0.482568,48767614
51.359274,-0.175777,487607e4
51.359386,-0.199448,48760814
51.359394,-0.4617,487675e4
51.359518,-0.222278,48760834
51.359559,0.034191,47d8aac4
51.359563,0.0646239999999999,47d8ab3c
51.359585,-0.3386,48760a8c
51.359644,0.17565,47d8ad5c
51.359759,-0.00230500000000006,4876001c
51.359801,-0.116358,48760744
51.359825,-0.363883,48760ab4
51.359833,-0.031166,4876006c
51.359951,0.096128,47d8aca4
51.359974,-0.417768,48767574
51.360049,-0.000986000000000042,4876001c
51.360205,0.021411,47d8aabc
51.360208,-0.318968,48760a64
51.360218,-0.090796,487600b4
51.360298,0.201401,47d8b2bc
51.360339,-0.465,487675e4
51.360349,-0.1236,4876076c
51.360391,-0.490845,48767614
51.360528,-0.063285,48760094
51.360561,0.014133,47d8aabc
51.360565,0.00250799999999995,47d8aaa4
51.360576,-0.374925,4876754c
51.360691,0.0666629999999999,47d8ab3c
51.360718,0.182902,47d8ad5c
51.360738,-0.214604,4876083c
51.360785,-0.351502,48760abc
51.360796,0.083433,47d8ab5c
51.360832,0.101299,47d8aca4
51.360848,-0.38174,4876754c
51.360971,-0.411333,48767574
51.361169,-0.26925,487609f4
51.361175,0.00337199999999993,47d8aaa4
51.361188,0.0685319999999999,47d8ab3c
51.361221,0.0364249999999999,47d8aadc
51.361279,-0.062464,48760094
51.361298,0.160116,47d8ad3c
51.361384,-0.248375,487609c4
51.361393,-0.469163,4876760c
51.361406,-0.092546,487600b4
51.361456,-0.08263,487600b4
51.361476,-0.471619,4876760c
51.361511,-0.14398,4876079c
51.361662,-0.499282,4876763c
51.361669,-0.030888,4876006c
51.361711,-0.124201,4876076c
51.361763,-0.439563,48767594
51.361776,-0.315754,48760a6c
51.361788,-0.346375,48760a94
51.361807,-0.225012,48760834
51.361874,-0.259595,487609ec
51.361887,-0.31734,48760a64
51.361927,-0.067061,48760094
51.361941,-0.0437630000000001,48760064
51.361959,0.166074,47d8ad44
51.361972,0.0371939999999999,47d8aadc
51.361987,0.198037,47d8b2a4
51.362005,-0.082549,487600b4
51.362056,0.00860699999999992,47d8aaa4
51.362058,-0.062207,48760094
51.362061,-0.380223,4876754c
51.362097,0.037133,47d8aadc
51.362136,-0.467181,487675e4
51.362167,-0.174262,487607ec
51.362255,-0.37865,4876754c
51.362349,-0.0856440000000001,487600b4
51.362392,0.100537,47d8aca4
51.362397,-0.310544,48760a6c
51.362441,-0.230452,48760834
51.362464,-0.408579,4876756c
51.362515,-0.208378,48760814
51.362516,0.0395719999999999,47d8aadc
51.362526,-0.413197,48767574
51.362538,-0.229213,48760834
51.362547,-0.12995,48760774
51.362618,0.055075,47d8ab24
51.362628,0.0406519999999999,47d8aadc
51.362658,-0.45315,487675ec
51.362696,-0.1975,4876080c
51.362712,-0.075775,487600bc
51.362756,-0.495147,4876763c
51.362764,-0.106945,48760744
51.362771,-0.40642,4876756c
51.362993,0.129887,47d8acdc
51.363012,-0.0811830000000001,487600bc
51.363056,-0.111819,48760744
51.363159,-0.029705,4876006c
51.363226,-0.216648,4876083c
51.363245,-0.111255,48760744
51.363318,0.170655,47d8ad44
51.363327,-0.213671,4876083c
51.363387,0.139693,47d8acdc
51.363485,-0.220728,4876083c
51.363498,-0.096928,4876074c
51.363498,-0.133053,48760774
51.363498,-0.334951,48760a8c
51.363578,-0.173533,487607ec
51.363583,0.00819099999999995,47d8aaa4
51.363618,-0.154007,48760794
51.363705,-0.189583,4876080c
51.363766,-0.117577,4876076c
51.363799,-0.401233,4876756c
51.363811,0.0650419999999999,47d8ab3c
51.363944,0.162096,47d8ad3c
51.363956,-0.365598,48760ab4
51.363969,0.112976,47d8acbc
51.364026,0.024624,47d8aac4
51.364034,-0.275863,487609f4
51.364038,-0.062714,48760094
51.364056,-0.00298200000000004,4876001c
51.364118,-0.271748,487609f4
51.364165,-0.426788,4876759c
51.364208,-0.443114,48767594
51.364307,0.0372589999999999,47d8aadc
51.364324,0.0232469999999999,47d8aabc
51.364355,-0.263306,487609ec
51.364365,-0.25699,487609c4
51.364374,-0.137923,48760774
51.364391,-0.495844,4876763c
51.364409,-0.184527,487607e4
51.364413,0.148389,47d8ad24
51.364512,-0.243983,487609cc
51.364527,-0.265443,487609ec
51.364588,-0.073002,487600bc
51.364598,-0.179978,487607e4
51.364627,-0.113039,48760744
51.364638,-0.188461,4876080c
51.364648,-0.460371,487675e4
51.364681,-0.280258,487609f4
51.364746,-0.046695,4876008c
51.364836,-0.031521,4876006c
51.364854,-0.00914700000000002,4876001c
51.364862,0.166228,47d8ad44
51.364899,-0.32491,48760a64
51.364951,-0.326937,48760a64
51.364979,-0.316247,48760a64
51.365024,-0.108257,48760744
51.365036,-0.263987,487609ec
51.365137,0.0647089999999999,47d8ab3c
51.365161,0.0356879999999999,47d8aadc
51.365211,-0.391518,48767544
51.365314,0.081472,47d8ab44
51.365544,-0.155699,48760794
51.365644,0.107012,47d8acbc
51.365675,-0.385844,4876754c
51.365749,-0.434391,48767594
51.365778,-0.036653,48760064
51.365792,-0.085427,487600b4
51.365895,-0.22015,4876083c
